,title,abstract
391,Decision-making in patients with cancer and kidney disease.,"Thoughtful decision-making in a patient with cancer and kidney disease requires a comprehensive discussion of prognosis and therapy options for both conditions framed by the individual's preferences and goals of care. An estimate of overall prognosis is generated that includes the patient's clinical presentation and parameters associated with adverse outcomes, such as age, performance status, frailty, malnutrition, and comorbidities. Empathic communication of this information using a shared decision-making approach can lead to an informed decision that respects patient autonomy and is consistent with the patient's ""big-picture"" goals and personal values."
392,[When and how to talk about living donation with a kidney failure patient ?].,"When and how to talk about living donation with a kidney failure patient? Living donation is often an uneasy subject to which kidney failure patients are confronted: donation is frequently misrepresented and is object of a certain societal mistrust, making it difficult for the clinician to talk about it to patients. These obstacles can be overcome if living donation is brought up early on in the clinical course especially in the presence of the patient's family. A collegial and transparent information with a focus on demystifying misrepresentations and description of the benefits for the recipient and the donor will facilitate access to this life-changing treatment option."
393,Current status of dietary measures in patients with advanced-stage chronic renal failure.,"For patients with advanced chronic kidney disease (CKD) appropriately chosen and timely initiated dietary measures, as a complement to drug therapy, may slow the progression of the disease and delay the need for dialysis treatment. According to the results, dietary protein restriction may play a very important in management of such a patient. The effect of low protein diet is given by the early initiation and well cooperation of patients. The low protein diet with supplementation of ketoanalogues of amino acids is an attractive intervention to help maintain good nutritional status of patients and also have a positive role in calcium phosphate metabolism. Depending on the level of CKD´s progression it should not be forgotten either the fluid balance and the limitation of the intake of salt and phosphorus in the diet which may also have an unfortunate effect on the course of the disease."
394,Management of chronic kidney disease in the elderly.,"Both chronic kidney disease (CKD) and end-stage renal disease are strongly age related. Although the morbidity and mortality of CKD have significantly improved in recent years because of a greater understanding of its pathophysiology and evidence-based approach to management, the application of this evidence to the elderly CKD patients is often fraught with difficulty. This is because, besides age, the clinical and biological variables that are widely prevalent in the elderly, such as multiple co-morbidities, functional impairments and polypharmacy, and quality of life and functional outcome measures, which are pertinent to this age group, have generally not been incorporated into the available evidence. This paper reviews the current evidence with a view to providing a framework for diagnosing and managing CKD in the elderly. Special references are made to age-related physiological changes in the renal system, assessment of renal function, and management of metabolic complications and end-stage renal disease."
395,Adolescents and Young Adults with Chronic or End-Stage Kidney Disease.,"Background: Adolescents and young adults face unique and complex physical, psychological, and family challenges. Despite improvements in care for chronic kidney disease (CKD) and end-stage kidney disease (ESKD), long-term mortality for children, adolescents, and young adults with CKD remains substantially higher than their healthy counterparts. Summary: In this article, we discuss the complex challenges that adolescent and young adult CKD/ESKD patients face. Adolescents have different CKD etiologies and progress along a course dissimilar to the adult population, but have similar multifarious comorbidities. In the setting of puberty and learning to become self-sufficient, adolescence is a critical time for growth and psychosocial development. Physiological complications of CKD underlie many of the long-term outcomes. CKD-mineral and bone disorder and anemia are particularly challenging given that they are exacerbated by the rapid growth of adolescents. Endocrine imbalances and malnutrition can delay and limit growth. All of these factors, together with family dynamics and socioeconomic status, contribute to the poor long-term outcomes and decreased quality of life (QoL) for these patients and their families. Key messages: Care for the adolescent CKD/ESKD population is uniquely challenging, but research has identified ways in which we can continue to improve long-term outcomes and QoL for adolescents with CKD/ESKD."
396,Nephrogenic systemic fibrosis. A debilitating disease causing fibrosis of the skin and inner organs in patients with kidney failure.,"Nephrogenic systemic fibrosis (NSF) is a rare and debilitating disease which affects patients with kidney failure. The most obvious manifestation is fibrosis of the skin, but it also frequently involves the locomotor system and the inner organs. An association has been found with the administration of gadolinium-containing contrast agents, which are given to provide enhanced contrast during magnetic resonance imaging. It is thought that unstable chelate complexes release toxic gadolinium. Other triggers or co-triggers may also be relevant. No effective treatment currently exists for NSF, so prevention of the disease is of the utmost importance. If gadolinium-containing contrast agents need to be administered to patients who have kidney failure, a cyclic agent should be used, and the dosage should be as low as possible. Although no proof is yet available that hemodialysis prevents NSF, it is effective in the clearance of gadolinium and should therefore be considered as a treatment immediately after the imaging."
397,"Chronic kidney disease in older people: physiology, pathology or both?","The global population is aging due to a reduction in youthful deaths and an extension of the later stages of life. With aging comes a decline in the physiologic functions of various organs and systems. Vascular aging is associated with structural and functional changes of the arterial wall leading to loss of elasticity and compliance. Renal vasculature is not spared as aging is associated with arterial, arteriolar and capillary, glomerular changes (glomerulosclerosis). It is likely that age-related vascular changes are linked to the decline in renal function observed with aging. These changes occur at varying stages of aging depending on predisposing genetic factors and associated life course exposure to cardiovascular risk factors including hypertension and diabetes. The decline in renal function with 'normal' aging in the absence of associated progressive cardiovascular disease is slow and does not seem to be of major clinical significance. The current definition of chronic kidney disease (CKD), including microalbuminuria, and the method of estimation of glomerular filtration rate have inadvertently resulted in an exaggerated prevalence of CKD in the elderly. This is combined with the fact that most of the studies showing decline in renal function with aging are limited by the absence of a correction for associated comorbid confounding factors, resulting in difficulty separating the effect of physiological aging on kidney function from pathological aging due to comorbidities. Such a correction is difficult, if not impossible, to objectively construct. We suggest that only those fractions of older patients with underlying progressive vascular pathology likely to involve the kidneys will, in the future, warrant attention to reduce vascular risk and the associated kidney damage."
398,"The epidemic of cardio-vascular disease in renal failure: where does it come from, where do we go?","Cardio-vascular disease and death are among the most important medical and socio-economic challenges of the 21st century. Renal failure, a major medical problem per se, gives rise to an accelerated and strongly magnified model of atherogenesis and vascular damage. Already with a minor decrease in renal function, coronary and vascular risk are increased and play a role next to classical risk factors such as male gender, diabetes mellitus, hypercholesterolemia or smoking. The impact of renal failure on cardio-vascular risk remains present even after correction for these traditional risk factors. This suggests that factors specifically related to renal failure play a role. Atheromatosis is currently considered as an inflammatory disorder. Renal failure gives rise to enhanced inflammatory parameters. However, the atherogenic factors related to this inflammation remain largely unknown. Hence, the condition of renal failure may be helpful to answer this question. According to recent data from the USA, close to 5% of the general population (11% of those older than 65 without diabetes or hypertension) has a renal function which is decreased by at least 50%, but other analyses come up with even higher figures. Better identification of the factors at play in this population, optimized secondary preventive actions similar to those applied in diabetics, and timely screening and therapy will be helpful to improve quality of life and reduce socio-economic burden in this population."
399,[Renal toxicity of lithium].,"Besides its efficiency, lithium has a narrow therapeutic index and can result in considerable toxicity. Among the potential side effects, two types of renal toxicity are observed: a decreased renal concentrating ability and a chronic renal failure. Lithium-induced polyuria is frequent, estimated to affect up to 40% of patients, and develops usually early. It may be irreversible, especially if the treatment has been prescribed for more than 15 years. A chronic renal failure is observed in patients treated for more than 10 to 20 years. Its prevalence is estimated at 12% after 19 years of treatment. Some patients (0.5%) may reach end stage renal disease. The major risk factor is the duration of exposure to lithium. Discussion about stopping or not lithium in case of renal failure needs multidisciplinary expertise and depends on psychiatric status and renal function."
400,Intradialytic Hypoxemia in Chronic Hemodialysis Patients.,"When kidney failure occurs, patients are at risk for fluid overload states, which can cause pulmonary edema, pleural effusions, and upper airway obstruction. Kidney disease is also associated with impaired respiratory function, as in central sleep apnea or chronic obstructive pulmonary disease. Hence, respiratory and renal diseases are frequently coexisting. Hypoxemia is the terminal pathway of a multitude of respiratory pathologies. The measurement of oxygen saturation (SO2) is a basic and commonly used tool in clinical practice. Both arterial oxygen saturation (SaO2) and central venous oxygen saturation (ScvO2) can be easily obtained in hemodialysis (HD) patients, SaO2 from an arteriovenous access and ScvO2 from a central catheter. Here, we give a brief overview of the anatomy and physiology of the respiratory system, and the different technologies that are currently available to measure oxygen status in dialysis patients. We then focus on literature regarding intradialytic SaO2 and ScvO2. Lastly, we present clinical vignettes of intradialytic drops in SaO2 and ScvO2 in association with different symptoms and clinical scenarios with an emphasis on the pathophysiology of these cases. Given the fact that in the general population hypoxemia is associated with adverse outcomes, including increased mortality, cardiac arrhythmias and cardiovascular events, we posit that intradialytic SO2 may serve as a potential marker to identify HD patients at increased risk for morbidity and mortality."
401,[Frailty in chronic kidney disease].,"The prevalence of frailty is very high in patients with chronic renal insufficiency and increases with its severity. A number of factors associated with chronic renal insufficiency appear to favor the frequent occurrence of frailty in these patients. In addition to its unfavorable impact on the quality of life, morbidity and mortality, frailty is an important criterion in setting treatment goals for chronic kidney disease as well as in the decision whether to undergo dialysis treatment or conservative treatment without dialysis and also in listing a patient for a kidney transplantation. There is still uncertainty about the measures to improve the effects of frailty in patients with chronic kidney insufficiency. These can vary considerably depending on the stage and course of the kidney disease and external circumstances. Individual physical, psychological or emotional problems can be identified on the basis of a geriatric assessment including a social anamnesis. This forms the foundation for tailored measures, such as advice on how to behave when suffering from kidney disease, training therapy and rehabilitation. Patients with renal insufficiency seem to benefit from the latter to a similar extent as patients without kidney disease. Thus, an early assessment of frailty-associated problems in patients with chronic renal insufficiency could help to identify deficits as soon as possible and, by measures adapted to the situation, to achieve an improvement in the quality of life and/or prognosis of these patients."
402,Cardiovascular Disease Consequences of CKD.,"Chronic kidney disease, defined as reduced glomerular filtration rate (estimated using serum creatinine- and/or serum cystatin C-based equations) or excess urinary protein excretion, affects approximately 13% of adult Americans and is linked to a variety of clinical complications. Although persons with end-stage renal disease requiring chronic dialysis therapy experience a substantially high cardiovascular burden, whether mild-to-moderate chronic kidney disease is an independent risk factor for fatal and nonfatal cardiovascular events has been more controversial. This review evaluates the current evidence about the clinical and subclinical cardiovascular consequences associated with chronic kidney disease of varying levels of severity. In addition, it discusses the predictors of adverse cardiovascular outcomes while also focusing on recent insights into the relationships between chronic kidney disease and cardiovascular disease from the Chronic Renal Insufficiency Cohort study, a large current prospective cohort study of adults from across the spectrum of chronic kidney disease."
403,[Attaching importance to sepsis-induced acute kidney injury after burn].,"Acute kidney injury (AKI) is a common complication after severe burn, which portends a worse prognosis. Sepsis is the leading etiology of late AKI after severe burn. The pathogenesis of sepsis-induced AKI remains incompletely understood. Although there have been numerous preventive and therapeutic measures evaluated for sepsis-induced AKI, the precise and available intervention in sepsis-induced AKI after burn has yet to be defined."
404,The Potential Role of Catheter-Based Renal Sympathetic Denervation in Chronic and End-Stage Kidney Disease.,"Sympathetic activation is a hallmark of chronic and end-stage renal disease and adversely affects cardiovascular prognosis. Hypertension is present in the vast majority of these patients and plays a key role in the progressive deterioration of renal function and the high rate of cardiovascular events in this patient cohort. Augmentation of renin release, tubular sodium reabsorption, and renal vascular resistance are direct consequences of efferent renal sympathetic nerve stimulation and the major components of neural regulation of renal function. Renal afferent nerve activity directly influences sympathetic outflow to the kidneys and other highly innervated organs involved in blood pressure control via hypothalamic integration. Renal denervation of the kidney has been shown to reduce blood pressure in many experimental models of hypertension. Targeting the renal nerves directly may therefore be specifically useful in patients with chronic and end-stage renal disease. In this review, we will discuss the potential role of catheter-based renal denervation in patients with impaired kidney function and also reflect on the potential impact on other cardiovascular conditions commonly associated with chronic kidney disease such as heart failure and arrhythmias."
405,Cardiovascular disease in children with chronic kidney disease.,"More than a decade ago, cardiovascular disease (CVD) was recognized as a major cause of death in children with advanced CKD. This observation has sparked the publication of multiple studies assessing cardiovascular risk, mechanisms of disease, and early markers of CVD in this population. Similar to adults, children with CKD have an extremely high prevalence of traditional and uremia-related CVD risk factors. Early markers of cardiomyopathy, such as left ventricular hypertrophy and dysfunction, and early markers of atherosclerosis, such as increased carotid artery intima-media thickness, carotid arterial wall stiffness, and coronary artery calcification, are frequently present in these children, especially those on maintenance dialysis. As a population without preexisting symptomatic cardiac disease, children with CKD potentially receive significant benefit from aggressive attempts to prevent and treat CVD. Early CKD, before needing dialysis, is the optimal time to both identify modifiable risk factors and intervene in an effort to avert future CVD. Slowing the progression of CKD, avoiding long-term dialysis and, if possible, conducting preemptive transplantation may represent the best strategies to decrease the risk of premature cardiac disease and death in children with CKD."
406,Molecular mechanisms of disorders of lipid metabolism in chronic kidney disease.,"Chronic kidney disease (CKD) is a progressive condition marked by protracted kidney damage which over time can lead to end stage renal disease (ESRD). CKD can be categorized into different stages based on the extent of renal damage and degree of renal dysfunction with ESRD requiring renal replacement therapy considered the final stage. It is important to note that CKD in all of its forms is associated with accelerated atherosclerosis, cardiovascular (CV) disease and poor CV outcomes. While a number of factors contribute to the high risk of CV mortality in this patient population, dyslipidemia is considered to be a key player in the pathogenesis of CV disease in CKD. Molecular mechanisms responsible for CKD-associated lipid disorders are unique and greatly influenced by the stage of renal disease, presence and degree of proteinuria and in patients with ESRD, modality of renal replacement therapy. This article provides a detailed overview of the molecular mechanisms which cause dyslipidemia and the nature of lipid disorders associated with CKD and ESRD."
407,Indian chronic kidney disease study: Design and methods.,"Aim: The rate and factors that influence progression of chronic kidney disease (CKD) in developing countries like India are unknown. A pan-country prospective, observational cohort study is needed to address these knowledge gaps. Methods: The Indian Chronic Kidney Disease (ICKD) study will be a cohort study of approximately 5000 patients with mild to moderate CKD presenting to centres that represent different geographical regions in India. Time to 50% decline in baseline estimated glomerular filtration rate, need of renal replacement therapy or any new cardiovascular disease (CVD) event or death from CVD are the primary end points. Value of study: This study will provide the opportunity to determine risk factors for CKD progression and development of CVD in Indian subjects and perform international comparisons to determine ethnic and geographical differences. A bio-repository will provide a chance to discover biomarkers and explore genetic risk factors."
408,"Estimated glomerular filtration rate and albuminuria: diagnosis, staging, and prognosis.","Purpose of review: To describe the relationship between estimated glomerular filtration rate (eGFR), albuminuria, and important outcomes for patients with chronic kidney disease (CKD). The first part of the review presents the evidence linking eGFR and albuminuria to important clinical outcomes, and the second part highlights the importance of these risk relationships across multiple subgroups and in clinical risk prediction. Recent findings: Investigators have used data from large population-based cohort studies and conducted collaborative meta-analyses to definitively establish the relationship between eGFR, albuminuria, and adverse clinical outcomes. Recent systematic reviews have also highlighted the importance of these variables in predicting the risk of kidney failure and all-cause mortality. Summary: eGFR and albuminuria are important independent risk factors for kidney failure, acute kidney injury, and all-cause or cardiovascular mortality. These relationships are independent of age, sex, race, or ethnicity. eGFR and albuminuria can be combined with other demographic variables to accurately predict the risk of kidney failure and should be measured concurrently to determine diagnosis, staging, and prognosis in patients with CKD."
409,"Raising awareness, screening and prevention of chronic kidney disease: It takes more than a village.","Chronic kidney disease (CKD) is a major public health problem worldwide. Its prevalence and incidence are increasing, particularly among the ethnic minority populations. Diabetes, hypertension and obesity have been the three major aetiologies for CKD in all developed countries. While diabetes and hypertension remain the major causes of CKD in developing countries, environmental pollution, pesticides, water, analgesic abuse and herbal medications are common causes in these regions. Rapid urbanization and globalization are thought to be the contributing factors to rising prevalence and incidents of CKD. Despite the rising prevalence of CKD, disease awareness remains profoundly low. Worldwide, only 6% of the general population and 10% of the high-risk population are aware of their CKD statuses. Health screenings have been shown to be effective in improving the incidence of ESRD. However, currently there is no effective tool to assess and evaluate the awareness objectively."
410,Recent changes in vancomycin use in renal failure.,"Vancomycin is a key tool in the treatment of serious Gram-positive infections. A progressive increase in vancomycin resistance with consequent treatment failure has been observed in staphylococci. Therefore, new dosing guidelines advocating much higher vancomycin doses have been issued. Target trough levels of 15-20 microg/ml are proposed. Whether and how these targets can be achieved in patients with chronic kidney disease or those on dialysis are still under evaluation. The higher vancomycin doses to achieve these treatment targets carry a substantial risk for nephrotoxicity. This risk is incremental with higher trough levels and longer duration of vancomycin use. Critically ill patients, patients receiving concomitant nephrotoxic agents, and patients with already compromised renal function are particularly at risk for vancomycin-induced nephrotoxicity."
411,Measurement of insulin resistance in chronic kidney disease.,"Purpose of review: Insulin resistance is a known complication of end-stage renal disease that also appears to be present in earlier stages of chronic kidney disease (CKD). It is a risk factor for cardiovascular disease and an important potential therapeutic target in this population. Measurement of insulin resistance is reviewed in the context of known pathophysiologic abnormalities in CKD. Recent findings: Insulin resistance in CKD is due to a high prevalence of known risk factors (e.g. obesity) and to unique metabolic abnormalities. The site of insulin resistance in CKD is localized to skeletal muscle. Estimates based on fasting insulin concentration may not adequately capture insulin resistance in CKD because they largely reflect hepatic defects and because CKD impairs insulin catabolism. A variety of dynamic tests are available to directly measure insulin-mediated glucose uptake. Summary: Insulin resistance may be an important therapeutic target in CKD. Complementary methods are available to assess insulin resistance, and each method has unique advantages, disadvantages, and levels of complexity. These characteristics, and the likelihood that CKD alters the performance of some insulin resistance measurements, must be considered when designing and interpreting clinical studies."
412,Disorders of hemostasis associated with chronic kidney disease.,"Chronic kidney disease (CKD) is a growing global health problem. CKD is typically associated with a prothrombotic tendency in the early stages of the disease, whereas in its more advanced stage, that is, end-stage renal disease, patients suffer from a prothrombotic tendency and, in many cases, a bleeding diathesis. The exact etiology behind the coexistence of these conflicting hemostatic disorders is poorly understood. This review critically appraises studies examining the abnormalities in the hemostasis pathway in patients with CKD, as well as the therapeutic options that are currently available to treat these individuals."
413,Balance of Benefit and Risk in Intravenous Iron Treatment in Chronic Kidney Disease.,"Iron supplementation is an important aspect of treatment for hemodialysis patients, with most administration by an intravenous route. As with any drug, decisions as to treatment are most meaningful when benefits and risks are weighed in the context of the individual patient's clinical characteristics. In this article, knowledge of benefits and risks of intravenous iron are reviewed."
414,"Significance, definition, classification and risk factors of chronic kidney disease in South Africa.","Renal dysfunction or chronic kidney disease (CKD) is found in 10% of the global population and is classified into five stages according to the estimated glomerular filtration rate (eGFR). No matter where a patient lives, estimation of the GFR is mandatory for decision-making and obtained by the simple measurement of a serum creatinine level. The objective of diagnosing CKD lies in its future prevention, early detection and proper treatment, which will prevent or delay functional deterioration. Primary hypertension (PH) occurs in 25% of South Africa (SA)s black population and is the putative cause of stage 5 CKD in 40 - 60% of these patients. Moreover, in this group, stage 5 CKD occurs at a relatively young age (35 - 45 years) compared with other population groups in whom stage 5 CKD resulting from PH usually occurs between 60 and 70 years of age. In the cohort study, PH has been found in 12 - 16% of black school learners (mean age 17 years) compared with 1.8 - 2% of other ethnic groups (mixed race, Asian, white). End-stage renal failure (ESRF) is the fifth most common cause of death in SA, excluding post-traumatic cases. In addition, undiagnosed or poorly controlled PH is a potent risk factor for other cardiovascular disease (CVD), e.g. congestive cardiac failure, myocardial infarction, stroke. Significant protein is also associated with CVD and protein >1 g/d is a significant risk factor for ESRF."
415,Renal function trajectory over time and adverse clinical outcomes.,"The growing burden of chronic kidney disease (CKD), with its associated morbidity and mortality, is recognized as a major public health problem globally and causing substantial load on health care systems. The current framework for the definition and staging of CKD, based on eGFR levels or presence of kidney damage, is useful for clinical classification of patients, but identifies a huge number of people as having CKD which is too many to target for intervention. The ability to identify a subset of patients, at high risk for adverse outcomes, would be useful to inform clinical management. The current staging system applies static definitions of kidney function that fail to capture the dynamic nature of the kidney disease over time. Now-a-days, it is possible to capture multiple measurements of different laboratory test results for an individual including eGFR values. A new possibility for identifying individuals at higher risk of adverse outcomes is being explored through assessment and consideration of the rate of change in kidney function over time, and this approach will be feasible in the current context of digitalization of health record keeping system. On the basis of the existing evidence, this paper summarizes important findings that support the concept of dynamic changes in kidney function over time, and discusses how the magnitude of these changes affect the future adverse outcomes of kidney disease, particularly the End Stage Renal Disease (ESRD), CVD and mortality."
416,Investigation of the Causes and Risk Factors of Previous End-Stage Renal Disease in Kidney Transplant Recipients.,"Background: Chronic kidney disease (CKD) is a pathophysiological process with many etiologic causes, often leading to end-stage renal disease (ESRD). The distribution of the causes that lead to ESRD varies by country, race, and sex. Renal failure may be prevented by determining these differences and reducing the risk factors. Objective: The purpose of the study was to determine the causes and risk factors of previous ESRD in kidney transplant (KT) recipients. Methods: In this descriptive, cross-sectional study, 393 KT recipients fitting the study criteria gave written consent to participate. Data were collected in face-to-face interviews at the Transplant Center using survey forms prepared by the researchers. Results: According to a multivariate logistic regression analysis of the dependent variable of ESRD diagnosis age of KT recipients, the factors affecting ESRD diagnosis age were found to be job (Odds ratio (OD) = 5.76; 95% CI [2.291-14.481]), diabetes mellitus (DM) (OD = 2.94; 95% CI [1.143-7.571]), polycystic kidney disease (PKD) (OD = 4.55; 95% CI [1.737-11.919]), hypertension (HT) (OD = 3.53; 95% CI [2.132-5.854]), family history of ESRD (OD = 0.57; 95% CI [0.341-0.963]), surgical procedure history (OD = 1.93; 95% CI [1.150-3.230]), and stress level (OD = 5.86, 95% CI [2.212-15.528]). Conclusion: It is important that we determine the changeable risk factors related to ESRD development in order to prepare strategies aimed at preventing ESRD, the frequency and prevalence of which is gradually increasing. Modifiable risk factors should be identified, particularly in KT recipients, to preserve the functions of the transplanted kidney."
417,Renal function in congenital anomalies of the kidney and urinary tract.,"Congenital anomalies of the kidneys and urinary tract are a major cause of chronic and end-stage renal failure in children. The molecular mechanisms having been elaborated, there is now growing evidence that kidney function is to a large extent determined genetically at an early stage. Assessment of kidney function is an important tool in clinical medicine and is feasible in utero. Postnatally, determination of absolute glomerular filtration rate and also of split and excretory renal function play an important role in the determination of treatment and prognosis. This is supplemented by other biochemical, molecular and interventional prognostic factors, which are of help in preservation of kidney survival by minimizing modulating factors. If chronic or terminal renal failure ensues in childhood or even in early infancy, however, improved medical care has led to encouraging results, ultimately influencing the motivation in the care of children with congenital anomalies of the kidney and urinary tract."
418,Renal insufficiency and failure.,"Renal impairment is a common complication of multiple myeloma. Chronic renal failure is classified according to glomerular filtration rate as estimated by the MDRD (modification of diet in renal disease) formula, while RIFLE (risk, injury, failure, loss and end-stage renal disease) and AKIN (acute renal injury network) criteria may be used for the definition of the severity of acute renal injury. Novel criteria based on estimated glomerular filtration rate measurements are proposed for the definition of the reversibility of renal impairment. Renal complete response (CRrenal) is defined as sustained (i.e., lasting at least 2 months) improvement of creatinine clearance (CRCL) from under 50 mL/min at baseline to 60 mL/min or above. Renal partial response (PRrenal) is defined as sustained improvement of CRCL from under 15 mL/min at baseline to 30 to 59 mL/min. Renal minor response (MRrenal) is defined as sustained improvement of the baseline CRCL of under 15 mL/min to 15 to 29 mL/min or, if baseline CRCL was 15 to 29 mL/min, improvement to 30 to 59 mL/min. Bortezomib with high-dose dexamethasone is considered the treatment of choice for myeloma patients with renal impairment and improves renal function in most patients. Although there is limited experience with thalidomide, this agent can be administered at the standard dosage to patients with renal failure. Lenalidomide, when administered at reduced doses according to renal function, is effective and can reverse renal impairment in a subset of myeloma patients."
419,Haematuria as a risk factor for chronic kidney disease progression in glomerular diseases: A review.,"Haematuria has long been considered to be a benign condition associated with glomerular diseases. However, new evidences suggest that haematuria has a pathogenic role in promoting kidney disease progression. An increased risk for end-stage renal disease has been reported in adolescents and young adults with persistent microscopic haematuria. A persistent impairment of renal function has been also reported following macroscopic haematuria-associated acute kidney injury in immunoglobulin A nephropathy. Haematuria-induced renal damage has been related to oxidant, cytotoxic and inflammatory effects induced by haemoglobin or haem released from red blood cells. The pathophysiological origin of haematuria may be due to a more fragile and easily ruptured glomerular filtration barrier, as reported in several glomerular diseases. In this review we describe a number of the key issues associated with the epidemiology and pathogenesis of haematuria-associated diseases, provide an update of recent knowledge on the role of haematuria on renal function outcome and discuss specific therapeutic approaches in this setting. KEY SUMMARY POINTS: 1. Glomerular haematuria is a common observation in a number of renal diseases that may lead to persistent renal injury. 2. Haematuria in children differs from that in adults in specific aspects, particularly in the frequency of glomerular diseases and renal disease outcome. 3. Regular follow-up of renal function in children with isolated microhaematuria may be recommended."
420,Diagnosis and management of chronic kidney disease.,"As the US population has continued to age, the number of patients with chronic kidney disease (CKD) has dramatically increased. Faced with this increase, clinicians need a better understanding of what an elevated serum creatinine level represents and a simple codified approach to evaluating renal failure. Creatinine, a muscle waste product, has an imperfect but predictable association with the glomerular filtration rate (GFR). Although other markers of GFR exist, including cystatin C, urea, inulin, and radioisotopic methods, their role in estimating GFR remains a matter for debate, especially that of cystatin C. Diagnosis and management of CKD are challenges for the nonspecialist. We describe a systematic approach that can be used by the nonspecialist to identify most but not all causes of renal insufficiency. Although this approach should allow for earlier recognition of treatable causes of CKD, it does not eliminate the involvement of a nephrologist in the care and management of the conditions causing the renal insufficiency. The nonspecialist should also be able to recognize the 9 therapies that are helpful in preservation of renal function in all patients with CKD."
421,Quality of Life of Patients with Advanced Chronic Kidney Disease Receiving Conservative Care without Dialysis.,"With the evidence that dialysis may not necessarily be beneficial for older adults with advanced chronic kidney disease (CKD), there is a growing interest in promoting conservative care without dialysis as a viable treatment option for these individuals. This review summarizes the current empirical evidence of symptom experiences and quality of life of patients receiving conservative care. Data suggest that conservative care may yield symptom experiences and quality of life that are compatible with those of patients on dialysis. However, these data are exclusively from studies conducted outside of the United States in which there were often no comparison groups or study designs that could provide high quality evidence. There is an urgent need for further research and developing a conservative care model suitable for CKD populations in the U.S."
422,Chronic kidney disease and end-stage renal disease are risk factors for poor outcomes of Clostridium difficile infection: a systematic review and meta-analysis.,"Background: The objective of this systematic review and meta-analysis was to assess the clinical outcomes of Clostridium difficile infection (CDI) in patients with chronic kidney diseases (CKD) and end-stage renal disease (ESRD). Methods: A literature search was performed from inception through February 2015. Studies that reported relative risks, odds ratios or hazard ratios comparing the clinical outcomes of CDI in patients with CKD or ESRD and those without CKD or ESRD were included. Pooled risk ratios (RRs) and 95% confidence intervals (CIs) were calculated using a random-effect, generic inverse variance method. Results: Nineteen studies (a case-control and 18 cohort studies) with 116,875 patients assessing clinical outcomes of CDI were included in the meta-analysis. Pooled RR of severe or complicated CDI in CKD patients was 1.51 (95% CI: 1.00-2.28). The risk of recurrent CDI is significant higher in patients with a pooled RR of 2.73 (95% CI: 1.36-5.47). The pooled RR of mortality risk of CDI in patients with CKD, ESRD and CKD or ESRD were 1.76 (95% CI: 1.26-2.47), 1.58 (1.37-1.83) and 1.76 (1.32-2.34) respectively. Conclusion: This meta-analysis demonstrates poor outcomes of CDI including severe and recurrent CDI in CKD patients. History of CKD and ESRD are both associated with increased mortality risk in patients with CDI."
423,The rehabilitation role in chronic kidney and end stage renal disease.,"Chronic kidney disease (CKD) worldwide is rising markedly becoming a priority public health problem. The progression of CKD cause functional limitation and severe disability with poor quality of life. The aim of present review was to highlight the effect of rehabilitation in CKD and ESRD subjects. The rehabilitative process is unique in treating disabled people according to a holistic approach with the aim of supporting a person's independent living and autonomy. CKD are associated with an increased risk of functional impairment, independent of age, gender, and co-morbidities. Clinicians should counsel patients with CKD including frail elder people to increase physical activity levels and target that regular physical activity including aerobic or endurance exercises training benefits health. In old subjects with CKD and multiple functional impairments, the traditional disease based model should be changed to individualized patient-centered approach that prioritizes patient preferences. Patients receiving haemodialysis have a considerably lower exercise tolerance, functional capacity, and more muscle wasting than healthy subjects or patients with less severe CKD. Exercise training or comprehensive multi-dimensional strategy and goal-oriented intervention should be also provided in ESRD older subjects. Structured prevention programs based on reducing the risk factors for CKD and rehabilitative strategies could reduce disability occurrence."
424,Multidisciplinary strategies in the management of early chronic kidney disease.,"Chronic kidney disease (CKD) is a worldwide epidemic especially in developing countries, with clear deficiencies in identification and treatment. Better care of CKD requires more than only economic resources, utilization of health research in policy-making and health systems changes that produce better outcomes. A multidisciplinary approach may facilitate and improve management of patients from early CKD in the primary health-care setting. This approach is a strategy for improving comprehensive care, initiating and maintaining healthy behaviors, promoting teamwork, eliminating barriers to achieve goals and improving the processes of care. A multidisciplinary intervention may include educational processes guided by health professional, use of self-help groups and the development of a CKD management plan. The complex and fragmented care management of patients with CKD, associated with poor outcome, enhances the importance of implementing a multidisciplinary approach in the management of this disease from the early stages. Multidisciplinary strategies should focus on the needs of patients (to increase their empowerment) and should be adapted to the resources and health systems prevailing in each country; its systematic implementation can help to improve patient care and slow the progression of CKD."
